entityID	wikidataID	label
3208	Q332337	League of Corinth
3209	Q335088	Armenian Kingdom of Cilicia
3210	Q357201	Burgundy
3211	Q368986	Republic of Mississippi
3212	Q373650	Sur Empire
3213	Q425405	Kingdom of Khana
3214	Q431575	Idrisid dynasty
3215	Q454941	Amarasi
3216	Q459188	Kingdom of the Isles
3217	Q466433	Karkota dynasty
3218	Q483421	Meluhha
3219	Q497958	Idumea
3220	Q501754	Carantania
3221	Q507346	Baté Empire
3222	Q507796	Gujarat Sultanate
3223	Q514557	Vest Recklinghausen
3224	Q517333	Principality of Polotsk
3225	Q532048	Sandur State
3226	Q550691	Malwa
3227	Q552241	Akhiyawa
3228	Q555994	Ag Qoyunlu Tribe
3229	Q577668	Khanate of Bukhara
3230	Q577867	Kingdom of Poland
3231	Q583038	Ostrogothic Kingdom
3232	Q589662	Royal Prussia
3233	Q605199	Vajji
3234	Q616965	State of Grão-Pará and Maranhão
3235	Q623751	Kingdom of Bernicia
3236	Q623944	Arab Islamic Republic
3237	Q625649	Aram-Damascus
3238	Q638522	Ardalan
3239	Q644979	Blue Horde
3240	Q648046	United Duchies of Jülich-Cleves-Berg
3241	Q657946	Kolhapur State
3242	Q661340	Duchy of Salzburg
3243	Q662410	Twenty-sixth Dynasty of Egypt
3244	Q669241	League of Lezhë
3245	Q676184	Kingdom of Sussex
3246	Q697781	Principality of Stavelot-Malmedy
3247	Q698239	Hubaekje
3248	Q701273	Jinhan confederacy
3249	Q701969	Principality of Regensburg
3250	Q704278	Mahan confederacy
3251	Q704312	Grand Duchy of Frankfurt
3252	Q707584	County of Loon
3253	Q747314	Bechuanaland Protectorate
3254	Q770862	Staats-Brabant
3255	Q774783	Sovereign Principality of the United Netherlands
3256	Q777779	Kingdom of Awsan
3257	Q779011	Principality of Montenegro
3258	Q781935	Principality of Benevento
3259	Q806435	Bang Assu
3260	Q807068	Baol
3261	Q816709	Tuvan People's Republic
3262	Q832222	Caprivi Strip
3263	Q836937	Duchy of Jülich
3264	Q840601	East Turkestan
3265	Q853477	Lan Xang
3266	Q858841	Kingdom of Croatia
3267	Q861784	Sultanate of Mogadishu
3268	Q862304	Qara Khitai
3269	Q865584	Princedom of Albania
3270	Q868222	County of Coimbra
3271	Q874954	Principality of Theodoro
3272	Q875305	Northern Wei
3273	Q877381	Gaochang
3274	Q885304	Margraviate of Baden-Hachberg
3275	Q892272	Bundu
3276	Q894030	Bornu Empire
3277	Q933413	Jath State
3278	Q934644	Republic of Serbia
3279	Q940741	Republic of Hungary
3280	Q949268	Nanda Empire
3281	Q956357	Kingdom of Hejaz
3282	Q958764	Karadakh khanate
3283	Q976913	Narsinghgarh State
3284	Q999381	Jefferson Territory
3285	Q1027122	Pengwern
3286	Q1028614	Eastern Liao
3287	Q1029847	Natalia Republic
3288	Q1053874	Central India Agency
3289	Q1055713	Yan
3290	Q1059707	Lanna
3291	Q1060520	Chamba State
3292	Q1062546	Later Jin
3293	Q1062946	Characene
3294	Q1078602	Kingdom of Nepal
3295	Q1089675	Chobanids
3296	Q1141471	Northern Han
3297	Q1141632	Kingdom of Vientiane
3298	Q1142179	Orange River Colony
3299	Q1143164	Western Wei
3300	Q1145470	Western Jin dynasty
3301	Q1147043	Southern Song Dynasty
3302	Q1147373	Dongdan Kingdom
3303	Q1179260	Dayuan
3304	Q1193412	Taungoo
3305	Q1194906	Assaka
3306	Q1207105	Dewas State
3307	Q1247508	Domain of Soissons
3308	Q1274468	Republic of Bosnia and Herzegovina
3309	Q1280079	Ludamar
3310	Q1296908	Kathiri
3311	Q1328546	Kucha
3312	Q1337828	Emirate of Tbilisi
3313	Q1337854	emirate of Córdoba
3314	Q1345964	Gododdin
3315	Q1348750	Gazankulu
3316	Q1367119	Upper Yafa
3317	Q1368026	Lingnan
3318	Q1400616	Eighth Dynasty of Egypt
3319	Q1423581	Italian Regency of Carnaro
3320	Q1437302	Tan
3321	Q1469100	Beylik of Karaman
3322	Q1469742	Sunda Kingdom
3323	Q1472492	Iga
3324	Q1483495	Principality of Smolensk
3325	Q1483510	Principality of Wales
3326	Q1493843	Klein Vrystaat
3327	Q1541613	County of Astarac
3328	Q1541642	County of Besalú
3329	Q1541787	County of Pallars
3330	Q1550130	Kingdom of Artsakh
3331	Q1572529	Hanthawaddy Kingdom
3332	Q1574130	Han
3333	Q1617495	Kingdom of Jaén
3334	Q1632695	Sanjeli
3335	Q1633698	Hubushkia
3336	Q1634940	Nakhichevan Khanate
3337	Q1639475	Mountainous Republic of the Northern Caucasus
3338	Q1641428	Upper Aulaqi Sheikhdom
3339	Q1649602	Vermont Republic
3340	Q1683780	Jashpur State
3341	Q1740545	Khandesh (Provinz)
3342	Q1756546	Kingdom of Nejd and Hejaz
3343	Q1789596	Croatia in personal union with Hungary
3344	Q1792017	Kummuh
3345	Q1796232	Kingdom of Ndongo
3346	Q1923781	Albanian Republic
3347	Q1926064	Republic of Mountainous Armenia
3348	Q1949209	Taifa of Lorca
3349	Q1951905	Muhammadgarh State
3350	Q1963593	Nagod State
3351	Q1994569	Taifa of Silves
3352	Q2004491	Nuhašše
3353	Q2051582	All-Palestine Government
3354	Q2072263	Personalunion zwischen Großbritannien und Hannover
3355	Q2076823	Principality of Bidache
3356	Q2128542	Rairakhol State
3357	Q2128715	Rajgarh State
3358	Q2128743	Rajkot State
3359	Q2145361	Republik Winburg-Potchefstroom
3360	Q2232777	Taifa of Molina
3361	Q2268597	United Provinces of Central Italy
3362	Q2338948	County of Manresa
3363	Q2348016	Rijkshof Lustenau
3364	Q2354639	East Punjab
3365	Q2380231	November 1918 in Alsace-Lorraine
3366	Q2412900	Republic of Salé
3367	Q2414171	First Brazilian Republic
3368	Q2444884	Tibet
3369	Q2460753	Turira
3370	Q2477776	Kimek Khanate
3371	Q2552742	Northland State
3372	Q2568325	Kuninda Kingdom
3373	Q2608489	Aztec Empire
3374	Q2624304	Charkhari State
3375	Q2658252	Yamato (state)
3376	Q2658454	Monarchies of Malaysia
3377	Q2668600	Taifa of Niebla
3378	Q2670092	Dominion of Ceylon
3379	Q2712121	Irish Republic
3380	Q2902588	Damot
3381	Q2907860	Principality of Mingrelia
3382	Q2920715	Kldekari
3383	Q3125368	Mahdist Sudan
3384	Q3196064	Khanat bulgare du Danube
3385	Q3242360	Licchavi
3386	Q3249160	Duchy of Aragvi
3387	Q3284315	Pasai
3388	Q3307686	Visigothic Kingdom of Toulouse
3389	Q3446167	Kingdom of Derge
3390	Q3446213	Pinya Kingdom
3391	Q3446298	Mon kingdoms
3392	Q3456373	Republic of Brescia
3393	Q3456497	Italian Partisan Republics
3394	Q3486676	Taiping Heavenly Kingdom
3395	Q3503437	Ming Xia
3396	Q3610549	Kingdom of Ruhuna
3397	Q3653113	Kingdom of Syunik
3398	Q3688051	Contea di Cesana
3399	Q3688344	Contea di Lodrone
3400	Q3715864	Duchy of Bergamo
3401	Q3715872	Ducado de Piacenza
3402	Q3818153	Banu Ukhaidhir
3403	Q3834773	stati italiani dell'era feudale
3404	Q3919363	Principality of Lahojsk
3405	Q3933247	Republic of Noli
3406	Q4098922	Булеленг
3407	Q4110986	viscountcy of Osona
3408	Q4120906	东蒙古人民自治政府
3409	Q4127080	Временное Терско-Дагестанское правительство
3410	Q4127081	Временное Ферганское правительство
3411	Q4202348	Yin
3412	Q4215328	Karluk yabghu
3413	Q4232358	Копное право
3414	Q4314897	Национально-культурная автономия мусульман тюрко-татар Внутренней России и Сибири
3415	Q4397927	Russian Democratic Federative Republic
3416	Q4401071	Rajahnate of Cebu
3417	Q4461035	Akkadian empire
3418	Q4470663	Ukrainian National Government
3419	Q4783395	Xianbei state
3420	Q4807407	Asmaka Kingdom
3421	Q4843701	Great Socialist People's Libyan Arab Jamahiriya
3422	Q4899891	Beylik of Tunis
3423	Q5095124	Chi Tu
3424	Q5208973	Dai
3425	Q5215639	Danda Kingdom
3426	Q5291089	Dominion of Fiji
3427	Q5754768	Casa de Castilla
3428	Q5870215	Third Republic of the Philippines
3429	Q6372836	Karnata Kingdom
3430	Q6424991	Sultanate of Dawaro
3431	Q6680233	Lordship of Chios
3432	Q7060213	Northwest Territorial Imperative
3433	Q7216494	First Kingdom of Kakheti
3434	Q7273754	Zheltuga Republic
3435	Q7314467	Republic of Florida
3436	Q7314468	Republic of Galicia
3437	Q7636789	Sultanate of Bale
3438	Q7636791	Sultanate of Arbabni
3439	Q8050331	Yaudheya
3440	Q9512730	卑陆
3441	Q10295972	Hunnic Empire
3442	Q10310866	无雷
3443	Q10326738	朐衍国
3444	Q10401297	烏洛侯
3445	Q10416611	Vandal Kingdom
3446	Q10497243	舒庸国
3447	Q10518693	西夜
3448	Q10565777	难兜
3449	Q10882622	亚泽王朝
3450	Q10885162	Ito
3451	Q10935472	Dacheng
3452	Q11070237	後清
3453	Q11074448	戎盧
3454	Q11091440	Sui
3455	Q11120904	樊國
3456	Q11134065	Jian (state)
3457	Q11178782	Czechoslovak Republic
3458	Q11634225	Toyotomi government
3459	Q11909242	gabella de Sinope
3460	Q11951649	Territori tribal de Berber
3461	Q12031755	Kingdom of Dazhou
3462	Q12150341	Samanid Empire
3463	Q12167518	Холодноярська республіка
3464	Q12183875	Cherifian Empire
3465	Q12406729	Israeli Military Governorate
3466	Q12491026	Aru Kingdom
3467	Q12491039	Kerajaan Kubu
3468	Q12491047	Kerajaan Panjalu Ciamis
3469	Q12584384	Gojamidongguk
3470	Q12599242	Bulsabunsaguk
3471	Q12605505	Angnoguk
3472	Q13099593	Soso Empire
3473	Q13134747	Batavian Commonwealth
3474	Q13534153	Athens (ancient Kingdom)
3475	Q14120094	nước Phong
3476	Q14635091	Huo (state)
3477	Q14905932	Republic of Cuba (1902–59)
3478	Q15824804	Kénédougou Kingdom
3479	Q15903028	大同国
3480	Q15907695	Shan State Republic
3481	Q15921215	铸国
3482	Q15946662	鄖國
3483	Q15953091	郜國
3484	Q16167036	Mokjiguk
3485	Q16171455	Mioyamaguk
3486	Q16657543	Калпийский султанат
3487	Q16761250	Republika Srpska
3488	Q17001784	邗国
3489	Q17034965	臨江國
3490	Q17163785	邘国
3491	Q17163793	雍国
3492	Q17355515	Kingdom of Telemark
3493	Q17499121	崇国
3494	Q17636153	Marchesato di Castiglione del Lago
3495	Q18110343	中华文武国
3496	Q18142055	九遊龍飛雲車真命天子鄭朝
3497	Q18165301	遊騰
3498	Q18165307	鄅国
3499	Q18524206	Kingdom of Tallo
3500	Q18651818	No label Q18651818
3501	Q19276517	Kingdom of Persia
3502	Q19653765	蔡友根
3503	Q19837669	Principality of Salm
3504	Q19840305	Kongsi federation
3505	Q20062796	中华佛主国
3506	Q20103241	comtat de Ripoll
3507	Q20512270	Էթիուներ
3508	Q20716241	Ten Kingdoms
3509	Q20949725	Principality of Sperlinga
3510	Q21076477	Malaisohmat
3511	Q21076532	regne de Dauro
3512	Q21076534	República de Zululand
3513	Q21235088	Marchesato di Grana
3514	Q21296156	Republic of Venezuela
3515	Q21789783	emirat de Biu
3516	Q21789787	Emirat de Hadejia
3517	Q21815317	Emirat de Dutse
3518	Q21815329	Emirat de Muri
3519	Q21815330	Emirat de Nasarawa
3520	Q23541302	Kaluga Soviet Republic
3521	Q23668714	Yatenga Kingdom
3522	Q24935764	Marchesato di Castiglione
3523	Q25413868	Bolivian State
3524	Q25463226	Kerajaan Galunggung
3525	Q28058158	Madurai Nayak Kingdom
3526	Q28415996	褒国
3527	Q28516740	Sultanate of Pelalawan
3528	Q30943800	項國
3529	Q30944784	肥國
3530	Q30945187	代戎
3531	Q30945438	大荔之戎
3532	Q30945527	西黃國
3533	Q30945599	蓐國
3534	Q30945647	且蘭
3535	Q30945854	甲父
3536	Q42346215	Catalan State
3537	Q47499498	Pre-Colonial Basutoland
3538	Q48838869	Wao
3539	Q48838989	Sarila
3540	Q56228975	Kerajaan Banten Girang
3541	Q56228983	kerajaan Galuh Pagauban
3542	Q56228989	Kerajaan Laiwui
3543	Q56228999	Kerajaan Plakaran
3544	Q56229008	kerajaan Sidenreng
3545	Q56282578	Uryankhay Republic
3546	Q56704734	Parada Kingdom
3547	Q56885910	Emirate of Diriyah
3548	Q60614780	Kingdom of the Heruli
3549	Q61950933	Kingdom of Dalmatia
3550	Q62124078	Kesultanan Bacan
3551	Q63134381	Khwarezmian Empire
3552	Q65051443	Sheikhdom of al-`Irqa
3553	Q84314069	Русское царство
3554	Q84731185	ߞߏߟߏ߲ߞߊߟߊ߲߫
3555	Q90303093	Russian peripheral countries
3556	Q90579326	No label Q90579326
3557	Q1503155	geography of Cuba
3558	Q56324	Askopan
3559	Q165747	Der er et yndigt land
3560	Q9588	Richard Nixon
3561	Q21038347	Tihert
3562	Q7878623	Ukuriguma
3563	Q16919450	Europe/Zurich
3564	Q9185149	Western Zhou
3565	Q277372	Babel
3566	Q235188	Sucre Department
3567	Q203272	Saare County
3568	Q715893	Momir Bulatović
3569	Q7599	Indragiri Hilir
3570	Q412703	Ajdir
3571	Q2365632	Kota Batu
3572	Q52145588	Bey of Saruhan
3573	Q4902181	Bhupesh Baghel
3574	Q171117	flag of England
3575	Q15222839	Kokhir Rasulzoda
3576	Q679292	Fortress Hohensalzburg
3577	Q3172639	Jean II de Chambes
3578	Q5819039	Byzantine Empire
3579	Q6744946	Malua Bay
3580	Q6992735	Nigerian people
3581	Q5096050	Chichicapan Zapotec
3582	Q11732388	Loloda
3583	Q35920	Ngungwel
3584	Q3143384	Hup language
3585	Q3504488	Southwest Tanna
3586	Q826021	Kenmu Restoration
3587	Q28169888	outline of Jammu and Kashmir
3588	Q51254307	Bey of Dulkadir
3589	Q1120363	French Community
3590	Q3440518	Mubi
3591	Q11732453	Kyenele
3592	Q15726421	Deaths in Karnataka
3593	Q34081	Tregami
3594	Q980718	geography of Zimbabwe
3595	Q1389492	Punjabi
3596	Q1734288	Karoo Hoogland Local Municipality
3597	Q194060	Bank of Finland
3598	Q35626	Dorop language
3599	Q8049590	Yarsun
3600	Q7112456	outline of South Africa
3601	Q3914004	Lela language
3602	Q35675	Kono language
3603	Q8574282	Kingdom of Thessalonica
3604	Q7678544	Takua
3605	Q84030505	Maps of Assyria
3606	Q23830473	Польша
3607	Q2607082	Ganzak
3608	Q9045	Chanakya
3609	Q37739	feudalism
3610	Q3039133	flag of Rhodesia
3611	Q8080449	Хуссар Ирыстоны чи райгуырдис, уыдон
3612	Q3914494	Tala
3613	Q14616289	Tonga
3614	Q307338	Abdul Qadir Bajamal
3615	Q160322	coat of arms of Austria
3616	Q14916908	Vishavan
3617	Q6445968	Kuria
3618	Q9344891	Ikpeng
3619	Q33388	Cherokee
3620	Q1335818	supranational union
3621	Q56415	Ume Sami
3622	Q16110177	Jair Awyu
3623	Q11295508	Sudan
3624	Q30768	flag of East Timor
3625	Q698985	Ottoman wars in Europe
3626	Q57156443	Arunachal Pradesh
3627	Q10871717	中京道
3628	Q3917	Bocholt
3629	Q668498	Saint John Capisterre Parish
3630	Q27916	Zaghouan Governorate
3631	Q8574256	Kingdom of Kotte
3632	Q207526	coat of arms of Guatemala
3633	Q36679	Torona
3634	Q8531942	Idrisid dynasty
3635	Q2112764	Nicos Anastasiades
3636	Q57464	Abdullah II of Jordan
3637	Q573072	Neapolitan Republic
3638	Q185493	Order of Lenin
3639	Q3508036	Southern Aymara
3640	Q47896	Miyagi Prefecture
3641	Q865479	MIKTA
3642	Q8050525	Yaygir
3643	Q622365	Victory in Europe Day
3644	Q4860543	Bargam
3645	Q9241683	Principality of Capua
3646	Q13377751	Cankova Municipality
3647	Q7083480	Qatar
3648	Q35498	Chester A. Arthur
3649	Q2326816	Estates of Curaçao
3650	Q3541574	Tsimihety Malagasy
3651	Q748832	Chios
3652	Q8840773	Bhalay
3653	Q12645553	Western Durango Nahuatl
3654	Q8057381	Births in Kenya
3655	Q2462085	geography of the Dominican Republic
3656	Q9073807	Person (Lesotho)
3657	Q47819	.tf
3658	Q3915810	Gnau
3659	Q6735599	Maii
3660	Q5042194	Ottoman lira
3661	Q665685	Mathias Mongenast
3662	Q2396996	Legislative Council of Brunei
3663	Q28172504	Wanaparthy district
3664	Q15621174	Births in West Bengal
3665	Q36665	Palenquero
3666	Q585509	geography of Swaziland
3667	Q3765611	Giorgio Morales
3668	Q1533	Caracas
3669	Q28720654	History of the Islamic State of Iraq and the Levant
3670	Q91	Abraham Lincoln
3671	Q2360912	Haa Alif Atoll
3672	Q689203	Western Lombard
3673	Q163607	Angkor
3674	Q11129694	Ngamambo
3675	Q5535244	geography of Tamil Nadu
3676	Q5209052	Dai Zhuang
3677	Q642673	Constitution of Norway
3678	Q202036	Surinamese dollar
3679	Q232615	Sardis
3680	Q3182593	Kiliwa
3681	Q7050658	Reichskanzler
3682	Q7852460	Tuma-Irumu
3683	Q239543	Russian Provisional Government
3684	Q3441237	Gabri
3685	Q17488307	Aleksandr Zakharchenko
3686	Q60026573	United Nations Organisation trust territories
3687	Q31635	.mil
3688	Q157961	Malmyzh
3689	Q8969541	Counts of Berga
3690	Q871091	British Malaya
3691	Q1844	Vaduz
3692	Q5611262	Group on Earth Observations
3693	Q2018957	Kičevo Municipality
3694	Q597394	Swiss National Bank
3695	Q8062547	Births in Malawi
3696	Q7110521	Ounge language
3697	Q133015	flag of Croatia
3698	Q1114903	Ngora District
3699	Q3363019	Assembly of the Union
3700	Q212725	Lupang Hinirang
3701	Q6393846	Kerewe
3702	Q41019	.er
3703	Q40107218	Aramean kingdoms
3704	Q885363	Matteo Fiorini
3705	Q36051	Ngwo
3706	Q7180427	Phana’ language
3707	Q3817	Banteay Meanchey Province
3708	Q483569	Belarusians
3709	Q28516	Tarnobrzeg
3710	Q30995878	Western Turkic Khaganate
3711	Q462479	Aq Bars
3712	Q1335084	Knud Kristensen
3713	Q4465272	Тульчинский округ
3714	Q9508525	Графы Генгана
3715	Q957111	Bijeljina Region
3716	Q11646442	Tunisia
3717	Q8066018	Zanaki
3718	Q1350583	Andong Province
3719	Q2421589	Government of Estonia
3720	Q35271	Ghomala' language
3721	Q2914565	autonomous region of Portugal
3722	Q15382355	Hery Rajaonarimampianina
3723	Q6881575	Karuwali language
3724	Q56382	Biritai
3725	Q1472520	Saint George Gingerland Parish
3726	Q5777	Extremadura
3727	Q30100613	Prime Minister of Grenada
3728	Q1121436	Province of Canada
3729	Q17502788	Western Abnaki
3730	Q6368857	Karawa
3731	Q40123	Ceará
3732	Q30340	Zhengzhou
3733	Q3866	Dodoma
3734	Q11755916	President of Indonesia
3735	Q1823	Aceh
3736	Q3913966	Kakabe
3737	Q3073436	Xerénte
3738	Q192792	L-Innu Malti
3739	Q946	Donald Tusk
3740	Q11837483	.中國
3741	Q154640	Holy Alliance
3742	Q24801	Antoni Martí
3743	Q84105034	Maps of Principality of Polotsk
3744	Q9185143	Western Jin Dynasty
3745	Q50001	Italians
3746	Q8747008	Singhasari
3747	Q317412	Lars Korvald
3748	Q3037	Kathmandu
3749	Q748065	Caerphilly County Borough
3750	Q7572120	So’a
3751	Q1952603	Saint Peter Parish
3752	Q778542	Beltinci Municipality
3753	Q2968724	Castle of Cabrières
3754	Q11152643	淮南西路
3755	Q19828883	Principality of Kesun
3756	Q5296932	Donwun
3757	Q5695	Tavastia Proper
3758	Q1204290	history of Germany (1945–90)
3759	Q2748202	geography of Tonga
3760	Q15616395	Northern Tarahumara
3761	Q2823170	Shiwiar
3762	Q7070332	Nusa Laut
3763	Q2359181	Mu'a
3764	Q11033658	Tumari Kanuri
3765	Q18383	Providence
3766	Q6994282	Ethiopian people
3767	Q7702572	Termanu
3768	Q10125007	Sultans of Siak
3769	Q12953525	Green Gelao
3770	Q4754314	Andh
3771	Q15927	Tržič Municipality
3772	Q8048030	Yamdena
3773	Q2018980	Vasilevo Municipality
3774	Q388280	Al Mahwit Governorate
3775	Q682642	Alto Paraguay Department
3776	Q10906913	南京道
3777	Q185575	Paktika
3778	Q12631978	Gǀui
3779	Q2928942	Butmas language
3780	Q6203241	Cascadia
3781	Q5146	Portuguese
3782	Q31872180	Comté de Besalú
3783	Q11154769	Kpala
3784	Q29045433	איסטאדֿוס אונידֿוס די אמיריקה
3785	Q33474	Lambadi
3786	Q218014	President of Latvia
3787	Q3695207	Kheng language
3788	Q491280	Anders Sandøe Ørsted
3789	Q314791	Yazid II
3790	Q25104014	Province No. 5
3791	Q1144488	Aiga-i-le-Tai
3792	Q33274	Shawiya
3793	Q4368197	Latvia
3794	Q56327	Mangbetu
3795	Q37293	Ramayana
3796	Q36314	Papel
3797	Q2170	Biobío Region
3798	Q30334945	Pear
3799	Q35180	Dibole
3800	Q10243757	Carpatho-Ukraine
3801	Q324945	history of Slovenia
3802	Q7130956	Dominica
3803	Q7482565	Deaths in Pakistan
3804	Q3751	Praia
3805	Q36026	Nalu
3806	Q7675121	Tagabawa
3807	Q3688	Nouakchott
3808	Q311341	Al-Hasa
3809	Q585	Oslo
3810	Q182565	Phuket
3811	Q844024	Artibonite
3812	Q202040	South Korean won
3813	Q32841	Jabal al Akhdar
3814	Q36525	Talodi
3815	Q275781	Phitsanulok
3816	Q1889821	Irish Parliament
3817	Q193716	Cypriot pound
3818	Q11271035	Burundi
3819	Q28269	Lipan
3820	Q42508	Roraima
3821	Q16645	United States Minor Outlying Islands
3822	Q3914907	Tula
3823	Q4312918	Liao Nanjing
3824	Q57421	Tsakhiagiin Elbegdorj
3825	Q2963912	Eastern Bolivian Guaraní
3826	Q6900145	Moniga language
3827	Q4908712	Qalaqayın
3828	Q179567	Arges
3829	Q8263830	Armenian Kingdom of Cilicia
3830	Q488811	Jizzakh Region
3831	Q3449126	Athpare language
3832	Q3284890	Mamaindê language
3833	Q1079522	Erasme Louis Surlet de Chokier
3834	Q7852185	Музаффариды
3835	Q12953804	Parakanã
3836	Q3042973	Estat Català
3837	Q3914015	Khe
3838	Q6558534	Lisabata-Nuniali
3839	Q9913900	Deaths in the Russian Empire
3840	Q167859	Volyn Oblast
3841	Q1576188	Hannibal Sehested
3842	Q541507	Arkadi Ghukasyan
3843	Q641102	Félix de Blochausen
3844	Q11003859	Bagirmi Fulfulde
3845	Q1480307	history of Niger
3846	Q8758099	Socialist Republic of Serbia
3847	Q15939597	FujianTaiwan province
3848	Q3114558	Great King
3849	Q522701	Netherlands Antillean guilder
3850	Q11817	Andrew Jackson
3851	Q36687	Victoria
3852	Q1091113	Hüiten Peak
3853	Q2605689	She
3854	Q142200	Calea Ferată din Moldova
3855	Q48098	Rostock District
3856	Q44329	Bashar al-Assad
3857	Q3502264	Lagwan
3858	Q39006	.ao
3859	Q1620324	Organization for Cooperation of Railways
3860	Q3367751	Central Malay
3861	Q34820	Santo Domingo
3862	Q8063401	People from Transylvania
3863	Q72818	Haiphong
3864	Q16510155	Provisional Central Government Introduction Law
3865	Q1362129	Bundibugyo District
3866	Q2012772	Vidin Province
3867	Q27103684	Dominica
3868	Q7419277	Santa Catarina Albarradas Zapotec
3869	Q922932	geography of Ecuador
3870	Q155893	Kstovo
3871	Q56765	Bawm language
3872	Q16110528	Aeka
3873	Q18810062	monarch of England
3874	Q6863842	Mindiri
3875	Q28146068	Europe/Prague
3876	Q819712	Berghauptmannschaft Clausthal
3877	Q3532208	Torau
3878	Q61889435	Firmin Ngrébada
3879	Q206600	Maldivian rufiyaa
3880	Q7112348	outline of Malta
3881	Q9206364	Polish–Lithuanian union
3882	Q130576	Kasaï-Occidental
3883	Q666680	Aristocratic republic
3884	Q199547	Harran
3885	Q2018681	Viļāni Municipality
3886	Q12638166	Nawaru
3887	Q8059148	Родившиеся в Корее
3888	Q33717	Maguindanao language
3889	Q7112342	outline of Madagascar
3890	Q106010	Christmas Eve
3891	Q84135782	Maps of Jordan
3892	Q25648803	14
3893	Q8840813	São Tomé and Príncipe people
3894	Q9566226	Southern Ming
3895	Q8067631	Births in Paraguay
3896	Q2337298	Ikšķile Municipality
3897	Q7112534	outline of Zimbabwe
3898	Q6444516	Kungarakany
3899	Q27963681	Thakuri
3900	Q35078	Bamukumbit
3901	Q9874272	Principality of Antioch
3902	Q268638	Hadiach
3903	Q1056103	El Cerro del Aripo
3904	Q7908480	Vaghri
3905	Q3320659	Southern Mongolian
3906	Q35995	Mandar
3907	Q1116540	geography of Belarus
3908	Q5838	Kabul
3909	Q1844993	Chiquitano
3910	Q66117	Morelos
3911	Q161808	Cherkasy Oblast
3912	Q500162	Kitgum District
3913	Q157675	Vattenfall
3914	Q2843	Lübeck
3915	Q9493410	Births in Thailand
3916	Q3440422	Kajakse
3917	Q7194986	Gobu
3918	Q11074660	成都府路
3919	Q8328554	Burials in Cornwall
3920	Q5988630	Idi
3921	Q12952642	Grass Koiari
3922	Q57665	Jens Stoltenberg
3923	Q234680	Selenge Province
3924	Q56448	Sedang
3925	Q10147083	満州国出身の人物
3926	Q6448718	Kuuk Thaayorre
3927	Q150701	War of the Spanish Succession
3928	Q13183983	Brahmins
3929	Q104028	Judea
3930	Q5529130	Gazi
3931	Q3504079	Beami
3932	Q12950	Alain Poher
3933	Q5361370	emperor of Manchukuo
3934	Q3894132	Pimbwe
3935	Q36316	Syenara language
3936	Q8365630	Deaths in Senegal
3937	Q34838	Anii
3938	Q30334841	Chesu
3939	Q2910610	Borana language
3940	Q806700	Bank of Greece
3941	Q12492354	Poso
3942	Q694239	Kost Levytsky
3943	Q80053	Tabriz
3944	Q697173	Wiener Zeitung
3945	Q2579185	geography of the Maldives
3946	Q22513	Zhu De
3947	Q1516574	history of Panama
3948	Q6416409	Kisankasa
3949	Q782	Hawaii
3950	Q3553248	Vaghua
3951	Q994114	Yola
3952	Q7112226	outline of Chile
3953	Q6337458	WikiProject Ancient Rome
3954	Q47097	Guizhou
3955	Q12954031	San Mateo Del Mar Huave
3956	Q8053020	Yetfa
3957	Q11917	Canton of Geneva
3958	Q1147144	Maromokotro
3959	Q56329	Papantla Totonac
3960	Q18753300	Butbut Kalinga
3961	Q7541598	Slovakia
3962	Q565568	Tiaret
3963	Q8067222	Родившиеся в Османской империи
3964	Q17094288	Lugansk People's Republic
3965	Q700109	Danzig gulden
3966	Q36246	Northeastern Dinka
3967	Q6539924	Liana language
3968	Q18390055	Lindu
3969	Q180280	Turgut Özal
3970	Q1579497	Parliament of Montenegro
3971	Q504260	Los Ríos Province
3972	Q1560742	Sasak people
3973	Q101828	Ainu people
3974	Q10893041	June 16 Incident
3975	Q13921737	Greenland topics
3976	Q733951	Little Entente
3977	Q56609	Arutani
3978	Q129132	flag of Greece
3979	Q7856961	Tutoh language
3980	Q57313851	Lotay Tshering
3981	Q7478380	Andaman and Nicobar Islands
3982	Q380659	Per Borten
3983	Q7140661	Films shot in Denmark
3984	Q3113756	Toba Qom language
3985	Q15305714	Prime Minister of Libya
3986	Q8607398	Maps of Italy
3987	Q753752	Gemlik
3988	Q1626540	Saint John
3989	Q8594082	Magadha
3990	Q7541557	Slovak Sign Language
3991	Q7112436	outline of Saint Lucia
3992	Q3112363	Laha language
3993	Q864647	Pool Department
3994	Q10951226	Kaike
3995	Q34950	Bekwil language
3996	Q7971078	Waruna
3997	Q3007306	culture of Tanzania
3998	Q956699	Boxing Day
3999	Q612727	Anushtegin Gharchai
4000	Q37470	United Nations Security Council
4001	Q1158971	Dan
4002	Q131469	flag of Malta
4003	Q723041	Legislative Council of Manchukuo
4004	Q7144790	Pathiya
4005	Q7112449	outline of Sierra Leone
4006	Q1197	Lower Saxony
4007	Q2992872	Ngaju
4008	Q8005471	China topics
4009	Q7463360	Births in Turkey
4010	Q1229800	Busia District
4011	Q130391	Tây Ninh
4012	Q16948217	Karalla
4013	Q11141571	河南江北等处行中书省
4014	Q205057	Cusco
4015	Q7146096	Tamil Nadu
4016	Q316220	Centrale Region
4017	Q10930766	塔尔巴哈台
4018	Q4267744	Лубенский округ
4019	Q1274487	Gurjar
