headEntity	tailEntity	relation
436	4	16
436	9	16
436	426	16
436	1398	16
436	2247	16
436	877	16
436	2672	16
436	3106	16
436	1822	16
436	1819	16
436	2223	16
436	2	16
436	3114	16
436	3111	16
436	2229	16
436	2248	16
436	884	16
436	433	16
436	2667	16
436	1407	16
436	2244	16
436	3115	16
436	1406	16
436	2230	16
436	875	16
436	13	16
436	447	16
436	428	16
436	2237	16
436	12	16
436	2249	16
436	11	16
436	2684	16
436	2683	16
436	1405	16
436	1396	16
436	2686	16
436	898	16
436	1	16
436	2668	16
436	895	16
436	3109	16
436	2240	16
436	1483	16
436	897	16
436	435	16
436	2245	16
436	3121	16
436	1833	16
436	3120	16
436	3107	16
436	2670	16
436	446	16
436	5	16
436	15	16
436	1827	16
436	3112	16
436	3119	16
436	2259	16
436	1831	16
436	2258	16
436	1404	16
436	2243	16
436	1388	16
436	2676	16
436	2257	16
436	1402	16
436	432	16
436	2671	16
436	1828	16
436	894	16
436	16	16
436	434	16
436	3102	16
436	2251	16
436	2524	16
436	0	16
436	6	16
436	1394	16
436	2227	16
436	2960	16
436	2231	16
436	887	16
436	885	16
436	876	16
436	1400	16
436	874	16
436	2679	16
436	3103	16
436	1413	16
436	893	16
436	1409	16
436	10	16
436	3105	16
436	873	16
436	2666	16
436	1855	61
436	1855	58
436	2245	40
436	2248	40
436	1828	40
436	2244	40
436	892	40
436	2	40
436	1414	46
436	901	46
436	2687	46
436	2688	46
436	1835	46
436	900	46
436	2260	46
436	1415	46
436	1416	46
436	902	46
436	2261	46
436	2689	46
436	3123	46
436	3124	46
436	1836	46
436	2262	46
436	905	46
436	1837	46
436	2697	46
436	27	46
436	1417	46
436	2691	46
436	2690	46
436	19	46
436	904	46
436	20	46
436	903	46
436	1848	46
436	1438	46
436	1439	46
436	3129	46
436	449	46
436	932	46
436	1448	46
436	2782	46
436	448	46
437	437	11
437	1394	16
437	2684	16
437	426	16
437	884	16
438	438	11
438	1398	16
438	439	16
438	2678	16
438	2684	16
438	895	16
438	426	16
438	4	16
438	439	40
438	432	40
438	895	40
439	439	11
439	1398	16
439	438	16
439	2678	16
439	2684	16
439	426	16
439	2	16
439	4	16
439	426	40
440	440	11
440	2667	16
440	1394	16
440	2684	16
440	426	16
440	2	16
440	3105	16
440	426	40
441	441	11
441	3	16
441	1389	16
441	1394	16
441	4	16
441	9	16
441	887	16
441	2684	16
441	1362	16
441	2524	16
441	2227	16
441	886	16
441	3110	16
441	885	16
441	2670	16
441	1483	16
441	464	16
441	2698	16
441	875	16
441	2230	16
441	2671	16
441	3112	16
441	432	16
441	2679	16
441	2667	16
441	1406	16
441	3111	16
441	2223	16
441	2229	16
441	426	16
441	2	16
441	1819	16
441	2248	16
441	2666	16
441	67	61
441	887	40
441	3	40
441	885	40
441	1401	40
441	2237	40
441	1826	40
441	2681	40
441	2238	40
441	1825	40
441	1399	40
441	2701	40
441	426	40
441	2671	40
441	875	40
442	2677	40
442	18	40
442	1830	40
442	3117	40
442	3115	40
442	2254	40
442	442	11
442	4	16
442	1830	16
442	2677	16
442	3117	16
442	2254	16
442	18	16
442	433	16
442	897	16
442	3120	16
442	2960	16
442	2257	16
442	426	16
442	2	16
442	3113	16
442	0	16
442	2671	16
442	1389	16
442	2684	16
442	3106	16
443	427	16
443	4	16
443	2671	16
443	426	16
443	1389	16
443	9	16
443	1819	16
443	3120	16
443	428	16
443	434	16
443	892	16
443	3112	16
443	2684	16
443	2	16
443	2226	16
443	2666	16
443	3422	58
443	2259	40
443	434	40
443	443	11
443	2045	61
444	2257	40
444	445	40
444	1831	40
444	15	40
444	1413	40
444	17	40
444	444	11
444	4	16
444	2226	16
444	2684	16
444	426	16
444	2	16
444	3105	16
445	444	40
445	1413	40
445	445	11
445	3178	11
445	4	16
445	426	16
445	1389	16
445	3106	16
445	2	16
445	3105	16
445	444	65
446	446	11
446	1398	16
446	1819	16
446	2671	16
446	3112	16
446	433	16
446	2684	16
446	426	16
446	1389	16
446	2	16
446	436	16
446	2248	16
446	892	16
446	4	16
447	1388	40
447	3115	40
447	2254	40
447	898	40
447	2249	40
447	18	40
447	4	16
447	1398	16
447	1388	16
447	9	16
447	2227	16
447	3115	16
447	3112	16
447	2684	16
447	426	16
447	2	16
447	436	16
447	1389	16
447	2248	16
447	447	11
447	2134	61
448	436	11
448	436	80
448	2697	40
448	2261	40
448	2690	40
448	2782	40
448	932	40
448	2688	40
448	3124	40
448	292	61
449	436	11
449	1855	11
449	920	11
449	3212	11
449	512	11
449	385	11
449	904	40
449	2260	40
449	436	80
449	1855	80
449	920	80
449	512	80
449	512	81
449	3212	81
450	2881	38
450	2881	95
450	1420	16
450	2881	11
450	2893	40
450	1436	83
450	24	83
450	458	61
450	2305	65
451	2683	11
452	1586	58
452	3205	52
452	3301	52
452	908	83
452	1430	11
453	2477	61
453	911	61
453	363	83
453	453	11
453	958	40
453	462	40
453	2038	40
453	3292	58
455	1838	83
455	1346	83
455	3128	61
455	2050	61
456	48	84
456	2291	84
456	1427	84
456	944	84
456	559	84
456	1506	58
456	1863	58
456	1919	52
456	2057	52
456	450	47
456	58	40
456	48	83
456	456	11
456	450	65
457	3255	58
457	1814	83
457	0	83
458	450	83
458	2881	11
460	1022	83
460	460	11
461	2412	61
461	3167	61
461	873	83
462	481	84
462	523	84
462	2309	58
462	1437	40
462	426	40
462	453	40
462	958	40
462	2700	40
462	2291	40
462	58	40
462	2267	40
462	462	11
462	426	16
462	958	16
462	1389	65
462	2309	65
462	481	83
463	1816	40
463	587	61
463	1819	83
463	1393	83
463	463	11
464	3120	40
464	434	40
464	1832	40
464	464	11
464	881	16
464	433	16
464	434	16
464	1394	16
464	2670	16
464	897	16
464	2240	16
464	441	16
465	2746	22
466	29	83
467	906	58
467	906	84
467	958	40
467	2907	40
467	1179	40
467	363	40
468	610	58
468	3126	84
470	2360	83
470	21	83
470	1890	83
470	455	83
470	3280	61
470	436	11
471	471	11
471	2268	11
471	125	61
471	2268	80
471	1910	83
471	965	83
472	2671	11
472	1449	61
473	2671	11
473	2671	90
474	3187	58
474	595	58
474	1469	84
474	3255	84
474	2737	84
474	2671	11
475	2268	11
475	2907	11
475	2907	80
475	906	80
476	2667	11
476	2667	83
476	1477	61
476	1482	61
477	477	11
478	3235	58
478	2348	58
478	550	58
478	3314	58
478	875	11
479	3104	83
479	2722	58
480	2667	62
480	2655	65
480	3093	65
480	1364	65
480	3536	65
480	1363	65
480	2667	11
480	480	11
481	906	84
481	506	84
481	2907	84
481	481	11
481	958	40
481	906	83
481	462	61
481	462	58
482	895	83
483	45	83
484	1861	83
484	2247	11
484	3547	65
485	3151	58
485	2721	58
486	456	29
488	0	11
489	150	83
489	1902	38
490	53	61
491	456	80
491	2705	83
491	3252	61
491	456	29
492	1841	61
492	2738	61
492	146	61
492	3214	61
492	1948	61
492	3171	83
492	3180	83
492	499	83
492	959	83
492	1095	83
492	36	83
492	1485	83
492	2323	83
492	3198	83
492	2354	83
492	1841	58
493	2960	11
493	2683	11
493	493	11
493	2960	66
493	1457	66
493	2683	84
493	2960	84
494	2523	41
494	2309	84
494	494	11
495	613	84
495	1073	40
495	2726	40
497	2268	11
497	2268	80
498	1874	58
498	3473	84
498	1874	61
498	3187	83
499	1522	84
499	1889	84
499	2331	84
499	2374	84
499	1029	84
499	3377	84
499	1738	84
499	1470	84
499	1473	84
499	34	84
499	60	84
499	215	84
499	2487	84
499	2709	61
499	492	61
499	2709	58
499	34	83
499	1522	83
501	891	11
503	2667	11
503	1467	102
503	2709	83
506	1853	58
506	558	58
506	1437	58
506	2700	58
506	481	58
506	2268	84
506	2301	84
506	851	62
506	1858	40
506	2301	40
506	2668	65
506	506	11
506	2320	83
507	2284	80
507	3308	83
507	3487	83
507	2284	11
507	1895	40
508	1389	110
508	1389	40
508	3105	40
510	462	11
510	462	80
510	25	80
511	3	83
511	2815	61
512	449	22
512	1845	40
512	676	61
512	227	61
512	920	84
512	2515	84
512	991	84
512	3222	84
512	1872	84
512	512	11
513	24	38
513	24	11
513	783	83
514	2667	11
518	41	11
519	2277	38
522	3105	11
522	1454	58
522	854	58
522	2944	58
522	2302	83
523	462	58
524	1073	58
524	1955	84
524	1822	11
524	12	40
524	1406	40
524	10	40
525	2670	11
527	2148	61
528	1874	11
529	891	11
531	1934	58
531	1538	84
532	2669	11
534	3037	61
534	1872	83
535	842	61
535	879	83
538	912	11
539	25	11
542	2191	61
542	2744	61
542	1331	83
542	2744	83
542	1842	65
542	542	11
543	3304	22
543	2244	11
545	2268	11
545	2268	80
545	937	83
545	2719	83
545	3148	83
545	2268	84
546	897	11
547	4	11
550	478	84
551	1011	83
551	1423	83
551	1011	89
551	1591	38
557	456	29
558	462	58
558	506	84
558	1437	29
559	456	58
559	456	29
559	4	11
560	2683	11
560	3015	81
561	2291	84
561	456	38
561	456	11
563	1427	84
563	48	81
568	958	11
568	439	11
568	438	11
568	426	11
568	2678	11
569	984	58
569	3318	84
570	1933	58
570	1529	84
571	1529	58
571	1540	84
572	1921	58
572	124	84
573	891	11
574	8	84
574	2671	11
574	875	11
575	432	11
578	2675	11
579	2670	11
580	580	11
580	3116	83
586	3393	41
587	1435	38
587	463	83
587	2284	61
594	3155	83
594	2092	83
594	2052	83
594	436	11
595	474	84
595	2671	11
596	2683	11
599	1855	11
600	1815	40
600	877	40
600	1362	16
600	2698	16
600	1486	16
600	1815	11
601	1389	11
601	2899	11
601	615	11
601	24	11
601	1469	11
601	25	11
601	462	11
601	2268	11
603	436	11
604	427	11
604	3393	41
608	150	11
610	2383	52
610	3139	58
610	468	84
612	462	84
613	495	11
613	495	58
613	1406	84
615	615	11
617	1420	38
617	2347	61
620	2667	11
623	2921	83
624	3508	38
628	911	58
630	2671	11
631	2284	52
631	535	52
631	479	52
631	2229	52
634	1855	11
637	3165	80
637	58	11
641	1065	58
642	3137	11
642	3137	80
642	615	80
643	643	11
643	3195	58
643	3195	84
643	807	65
645	436	11
646	436	11
646	1458	61
646	3155	61
646	436	80
650	1389	11
657	2247	11
657	3214	38
658	2989	58
658	432	11
659	150	11
659	3121	11
660	1902	38
660	1902	92
661	150	11
661	3121	11
663	436	84
663	663	11
664	2676	11
665	436	11
667	891	11
674	432	11
675	427	11
676	1838	61
676	512	83
676	436	11
681	2814	11
681	2814	29
685	2726	60
690	1961	84
691	456	11
695	436	11
696	696	11
698	426	11
699	2667	11
700	891	11
703	0	11
704	1855	11
706	2773	83
720	432	11
721	1855	11
721	436	11
724	2667	11
727	2671	83
727	430	58
728	15	11
728	444	11
728	2257	11
735	3231	83
736	186	61
736	3157	83
736	436	11
738	2667	11
738	1482	11
742	3393	41
747	896	11
755	2986	92
762	4	11
764	885	83
768	2667	11
768	3169	58
768	1305	84
768	1709	128
769	1855	11
772	1820	11
773	2	116
777	1821	84
779	5	83
783	1297	58
783	24	58
783	1679	58
783	513	58
783	1841	84
783	3313	84
793	453	11
793	363	11
801	2223	11
801	1737	83
804	3230	65
804	1704	65
804	1704	12
805	891	11
807	643	65
809	432	11
810	3250	38
813	446	83
814	23	11
815	2	11
826	1875	11
826	1607	58
826	3197	84
826	2357	83
828	2009	38
833	176	83
838	432	11
842	535	83
850	3074	47
852	432	11
862	441	11
862	1711	83
863	432	11
864	432	11
865	432	11
866	432	11
867	432	11
868	432	11
870	1775	58
870	1383	84
872	450	11
873	875	40
873	2665	40
873	427	16
873	2671	16
873	4	16
873	1409	16
873	1398	16
873	1389	16
873	2524	16
873	877	16
873	2672	16
873	9	16
873	2263	16
873	875	16
873	1816	16
873	887	16
873	2227	16
873	880	16
873	874	16
873	433	16
873	892	16
873	2684	16
873	895	16
873	2670	16
873	426	16
873	2	16
873	2229	16
873	436	16
873	2248	16
873	3105	16
873	2666	16
873	1820	16
873	873	11
873	461	61
874	2524	16
874	4	16
874	1829	16
874	9	16
874	426	16
874	1388	16
874	877	16
874	1834	16
874	2227	16
874	2960	16
874	873	16
874	1813	16
874	2226	16
874	427	16
874	428	16
874	3112	16
874	2684	16
874	2670	16
874	1819	16
874	1389	16
874	2223	16
874	2229	16
874	436	16
874	3105	16
874	1409	16
874	2666	16
874	18	40
874	3115	40
874	1388	40
874	1834	40
874	1829	40
874	3118	40
874	874	11
875	2524	16
875	427	16
875	3	16
875	4	16
875	9	16
875	2671	16
875	2228	16
875	1398	16
875	1819	16
875	891	16
875	877	16
875	1388	16
875	880	16
875	1396	16
875	1820	16
875	2248	16
875	2223	16
875	1826	16
875	2667	16
875	2243	16
875	426	16
875	0	16
875	879	16
875	2235	16
875	3104	16
875	7	16
875	6	16
875	2960	16
875	2227	16
875	895	16
875	1399	16
875	432	16
875	1403	16
875	1402	16
875	2263	16
875	2670	16
875	5	16
875	3112	16
875	3121	16
875	2224	16
875	435	16
875	882	16
875	3120	16
875	892	16
875	2668	16
875	1391	16
875	18	16
875	2237	16
875	2234	16
875	433	16
875	1816	16
875	13	16
875	1	16
875	2247	16
875	2669	16
875	2684	16
875	1834	16
875	873	16
875	2676	16
875	876	16
875	1818	16
875	2259	16
875	1394	16
875	1407	16
875	1821	16
875	3107	16
875	1395	16
875	441	16
875	2230	16
875	2	16
875	2675	16
875	3111	16
875	2229	16
875	436	16
875	428	16
875	3114	16
875	1389	16
875	3105	16
875	2666	16
875	873	40
875	2671	40
875	2227	40
875	441	40
875	875	11
875	3167	61
875	3167	65
875	2225	46
875	2664	46
875	3100	46
875	2665	46
876	876	11
876	427	16
876	4	16
876	1483	16
876	875	16
876	2524	16
876	429	16
876	2227	16
876	1813	16
876	2224	16
876	1390	16
876	2684	16
876	895	16
876	2670	16
876	426	16
876	3114	16
876	1389	16
876	3106	16
876	436	16
876	2229	16
876	2	16
876	3105	16
876	2666	16
876	2673	40
876	1418	40
876	1447	58
877	877	11
877	2524	16
877	427	16
877	3	16
877	4	16
877	1398	16
877	1389	16
877	428	16
877	426	16
877	875	16
877	3102	16
877	2675	16
877	879	16
877	434	16
877	16	16
877	1820	16
877	894	16
877	2248	16
877	0	16
877	2672	16
877	3104	16
877	1406	16
877	2235	16
877	2229	16
877	3105	16
877	2227	16
877	2231	16
877	874	16
877	2960	16
877	9	16
877	436	16
877	1402	16
877	873	16
877	2676	16
877	1388	16
877	2	16
877	3114	16
877	1390	16
877	2228	16
877	878	16
877	3112	16
877	5	16
877	2670	16
877	1815	16
877	1814	16
877	435	16
877	2224	16
877	892	16
877	433	16
877	2668	16
877	1	16
877	1816	16
877	2247	16
877	1819	16
877	1396	16
877	1391	16
877	1395	16
877	895	16
877	1813	16
877	2671	16
877	1392	16
877	1393	16
877	2226	16
877	2223	16
877	432	16
877	2684	16
877	2666	16
877	2292	61
877	2672	40
877	2668	40
877	1391	40
877	2666	40
877	1816	40
877	1815	40
877	1389	40
877	1433	40
877	2292	58
877	3195	58
878	878	11
878	1398	16
878	427	16
878	877	16
878	9	16
878	2229	16
878	2232	16
878	3104	16
878	2674	16
878	429	16
878	2227	16
878	2263	16
878	428	16
878	426	16
878	1819	16
878	1389	16
878	3102	16
878	1393	16
878	2684	16
878	4	16
878	2284	61
878	3193	61
878	879	40
878	1819	40
878	3104	40
878	2229	40
878	2263	40
879	879	11
879	426	16
879	4	16
879	427	16
879	2671	16
879	894	16
879	877	16
879	1483	16
879	2263	16
879	875	16
879	1392	16
879	3105	16
879	2227	16
879	428	16
879	1814	16
879	892	16
879	2684	16
879	1819	16
879	1389	16
879	2223	16
879	2229	16
879	2	16
879	535	61
879	2229	40
879	878	40
879	1819	40
879	1393	40
879	2263	40
879	1435	40
880	880	11
880	1844	62
880	2524	16
880	427	16
880	4	16
880	1398	16
880	2229	16
880	9	16
880	875	16
880	2247	16
880	2224	16
880	873	16
880	2235	16
880	434	16
880	3104	16
880	5	16
880	2227	16
880	2668	16
880	2960	16
880	2243	16
880	2684	16
880	426	16
880	1819	16
880	1389	16
880	2	16
880	2248	16
880	3105	16
880	2666	16
880	1844	40
880	9	40
881	432	40
881	1398	40
881	881	11
881	3178	11
881	3	16
881	1398	16
881	464	16
881	2223	16
881	432	16
881	1	16
881	3112	16
881	2684	16
881	895	16
881	426	16
881	1389	16
881	2	16
881	4	16
882	432	40
882	1398	40
882	882	11
882	1398	16
882	9	16
882	875	16
882	2671	16
882	432	16
882	2684	16
882	895	16
882	426	16
882	2	16
882	2248	16
882	4	16
883	883	11
883	1437	11
883	1398	16
883	2684	16
883	1389	16
883	4	16
884	884	11
884	1398	16
884	2	16
884	426	16
884	1389	16
884	436	16
884	3114	16
884	2248	16
884	2684	16
884	437	16
884	2236	16
884	1824	16
884	435	16
884	3112	16
884	432	16
884	2671	16
884	4	16
884	3426	61
885	3	40
885	3108	40
885	441	40
885	885	11
885	3	16
885	4	16
885	1398	16
885	441	16
885	3108	16
885	1818	16
885	2684	16
885	2670	16
885	426	16
885	1389	16
885	436	16
885	3105	16
886	1821	40
886	887	40
886	886	11
886	3	16
886	4	16
886	1398	16
886	1819	16
886	441	16
886	887	16
886	2230	16
886	3112	16
886	2684	16
886	2670	16
886	426	16
886	1389	16
886	3111	16
886	2	16
886	3105	16
886	67	61
887	886	40
887	2240	40
887	1821	40
887	441	40
887	3	40
887	2242	40
887	2524	16
887	427	16
887	3	16
887	4	16
887	1398	16
887	9	16
887	2671	16
887	429	16
887	432	16
887	2667	16
887	1821	16
887	441	16
887	886	16
887	3102	16
887	2230	16
887	2242	16
887	3112	16
887	2684	16
887	2670	16
887	3114	16
887	1389	16
887	2223	16
887	436	16
887	2229	16
887	2248	16
887	2240	16
887	3105	16
887	873	16
887	2224	16
887	887	11
888	1820	40
888	3	40
888	6	40
888	3109	40
888	1821	40
888	888	11
888	3	16
888	4	16
888	1398	16
888	1394	16
888	433	16
888	6	16
888	2227	16
888	1821	16
888	1820	16
888	2230	16
888	2684	16
888	2670	16
888	426	16
888	1389	16
888	3111	16
888	2	16
888	3105	16
888	9	16
888	2666	16
889	1398	16
889	2684	16
889	2	16
889	3105	16
889	889	11
890	890	11
890	3	16
890	4	16
890	1398	16
890	2684	16
890	2670	16
890	426	16
890	1389	16
890	1483	16
890	1400	40
890	2239	40
890	2242	40
891	891	11
891	426	16
891	3111	16
891	2247	16
891	1389	16
891	2	16
891	2246	16
891	892	16
891	2683	16
891	1402	16
891	13	16
891	427	16
891	7	16
891	3113	16
891	2259	16
891	428	16
891	875	16
891	1819	16
891	1829	16
891	3118	16
891	1834	16
891	3112	16
891	432	16
891	2684	16
891	3105	16
891	4	16
891	1492	61
891	1474	61
891	2290	22
891	2247	40
891	2246	40
892	892	11
892	2524	16
892	427	16
892	3	16
892	4	16
892	1398	16
892	891	16
892	2672	16
892	877	16
892	1389	16
892	2	16
892	1816	16
892	1819	16
892	1834	16
892	18	16
892	1483	16
892	875	16
892	2268	16
892	433	16
892	1395	16
892	1396	16
892	2668	16
892	2669	16
892	428	16
892	894	16
892	3112	16
892	2675	16
892	2676	16
892	435	16
892	2235	16
892	432	16
892	879	16
892	434	16
892	1820	16
892	3102	16
892	7	16
892	2674	16
892	2263	16
892	1828	16
892	0	16
892	1407	16
892	1822	16
892	6	16
892	1394	16
892	2227	16
892	429	16
892	2960	16
892	1813	16
892	2671	16
892	1388	16
892	2243	16
892	1403	16
892	1404	16
892	1402	16
892	2241	16
892	1827	16
892	5	16
892	1814	16
892	897	16
892	2246	16
892	3120	16
892	2224	16
892	2245	16
892	2259	16
892	2666	16
892	1843	16
892	2667	16
892	2670	16
892	1405	16
892	2683	16
892	11	16
892	2684	16
892	12	16
892	893	16
892	13	16
892	1406	16
892	895	16
892	443	16
892	2250	16
892	426	16
892	2223	16
892	2229	16
892	2248	16
892	3111	16
892	3106	16
892	446	16
892	873	16
892	2247	16
892	1855	61
892	2459	58
892	894	40
892	436	40
892	2	40
892	3111	40
893	2676	40
893	1395	40
893	894	40
893	3111	40
893	893	11
893	2247	16
893	2672	16
893	1819	16
893	1395	16
893	892	16
893	2671	16
893	3112	16
893	2684	16
893	426	16
893	1389	16
893	3111	16
893	2248	16
893	436	16
893	3105	16
893	4	16
894	894	11
894	879	16
894	426	16
894	427	16
894	1398	16
894	4	16
894	2524	16
894	3111	16
894	2247	16
894	877	16
894	1819	16
894	2	16
894	2224	16
894	2227	16
894	428	16
894	892	16
894	11	16
894	2684	16
894	13	16
894	3114	16
894	2670	16
894	1389	16
894	2223	16
894	436	16
894	2248	16
894	3105	16
894	892	40
894	3111	40
894	893	40
894	1395	40
894	11	40
894	2	40
894	2268	40
895	895	11
895	1829	16
895	2226	16
895	2524	16
895	427	16
895	1398	16
895	426	16
895	2667	16
895	2	16
895	9	16
895	2223	16
895	432	16
895	2247	16
895	3114	16
895	877	16
895	3113	16
895	875	16
895	2268	16
895	1816	16
895	433	16
895	1396	16
895	2668	16
895	2669	16
895	428	16
895	1405	16
895	2684	16
895	12	16
895	13	16
895	1406	16
895	1820	16
895	1822	16
895	1394	16
895	2227	16
895	429	16
895	892	16
895	3111	16
895	3112	16
895	2670	16
895	438	16
895	3	16
895	10	16
895	876	16
895	2244	16
895	6	16
895	1392	16
895	881	16
895	897	16
895	3107	16
895	882	16
895	1407	16
895	1411	16
895	1402	16
895	2259	16
895	3115	16
895	1389	16
895	436	16
895	4	16
895	3106	16
895	2229	16
895	2248	16
895	873	16
895	482	61
895	2684	40
895	432	40
895	3112	40
895	438	40
896	2677	40
896	2259	40
896	434	40
896	15	40
896	3116	40
896	2251	40
896	897	40
896	4	16
896	9	16
896	2671	16
896	897	16
896	2684	16
896	426	16
896	896	11
897	3	16
897	1398	16
897	4	16
897	9	16
897	16	16
897	1818	16
897	1830	16
897	2677	16
897	3103	16
897	3112	16
897	2685	16
897	896	16
897	432	16
897	2670	16
897	433	16
897	464	16
897	892	16
897	2684	16
897	895	16
897	426	16
897	1389	16
897	2	16
897	2229	16
897	436	16
897	2248	16
897	1388	16
897	1409	16
897	2251	40
897	896	40
897	2677	40
897	1830	40
897	322	58
897	322	61
897	897	11
898	447	40
898	2249	40
898	2254	40
898	2252	40
898	4	16
898	2671	16
898	2685	16
898	2684	16
898	2249	16
898	426	16
898	436	16
898	2	16
898	2248	16
898	3106	16
898	1388	16
898	898	11
899	899	11
899	3178	11
899	2684	16
899	1	16
899	426	16
899	2	16
899	4	16
900	436	11
900	436	80
900	3123	40
900	3124	40
900	1417	40
900	1439	40
900	1448	40
901	436	11
901	436	80
901	1837	40
901	1414	40
901	1836	40
901	2262	40
901	19	40
901	903	40
901	905	40
902	436	11
902	436	80
902	2687	40
902	903	40
902	2697	40
902	2688	40
902	904	40
903	436	11
903	436	80
903	901	40
903	2691	40
903	2687	40
903	2697	40
903	902	40
904	436	11
904	449	40
904	2260	40
904	1417	40
904	3123	40
904	2688	40
904	902	40
904	2687	40
904	20	40
904	436	80
905	436	11
905	436	80
905	901	40
905	19	40
905	1836	40
906	1389	84
906	467	84
906	2268	84
906	2268	11
906	2268	29
906	481	58
906	2907	58
906	467	58
906	2268	80
906	958	40
906	1389	83
906	481	61
907	427	11
907	2307	11
907	2304	11
907	1513	11
907	957	81
907	2307	81
908	911	83
908	2694	83
908	452	61
908	371	46
908	912	38
908	911	84
908	345	65
908	908	11
911	2477	83
911	453	83
911	908	61
911	2128	61
911	2537	65
911	908	58
912	908	52
912	538	52
912	2283	52
912	3203	52
912	2728	52
913	426	11
913	426	80
913	426	47
913	1823	38
913	1823	65
915	2247	11
916	916	11
916	958	40
916	453	40
916	3132	83
916	3131	61
916	3131	58
916	3132	84
916	1620	68
918	1022	61
918	1022	83
920	449	22
920	512	58
920	2515	58
920	621	58
920	2285	84
920	996	84
920	477	84
920	2043	84
920	1855	84
920	436	11
922	1816	11
922	2700	11
922	2291	11
922	2299	11
922	2778	11
922	2357	11
922	1875	11
923	1437	61
923	23	83
923	971	83
923	2353	46
923	3162	46
923	1514	40
923	1858	40
923	971	40
924	1404	11
925	1402	11
925	3111	11
925	1840	22
926	29	84
927	2671	11
927	928	83
927	2737	58
927	928	84
928	2282	83
928	927	61
928	2671	11
928	927	58
930	2226	46
930	2224	46
932	436	11
932	2690	40
932	2689	40
932	448	40
932	2729	38
933	933	11
933	2711	65
934	1940	58
934	2281	11
935	935	11
935	426	40
935	525	40
935	426	83
935	3211	61
936	456	11
937	2268	11
937	2268	80
937	545	80
937	3105	83
938	2729	38
940	106	58
940	3160	84
941	1437	83
941	941	11
942	942	11
943	3008	38
944	456	58
944	1867	58
944	1437	80
944	2700	40
944	2291	40
944	48	29
945	2373	84
945	2795	84
945	2795	58
946	3232	84
946	1864	84
946	2913	84
947	2705	83
947	2281	80
947	456	80
947	2830	80
949	3166	84
949	949	11
949	288	101
949	2291	40
949	2207	65
950	2268	11
950	2268	80
950	2676	83
951	897	11
952	363	83
952	958	40
954	2731	58
954	2960	11
955	1578	61
955	3346	83
957	907	22
958	2223	84
958	2223	83
958	958	11
958	462	40
958	481	40
958	906	40
958	2970	40
958	467	40
958	2268	40
958	916	40
958	3132	40
958	453	40
958	363	40
958	952	40
958	2786	40
958	1847	40
958	462	16
958	1478	61
959	492	61
961	1400	22
961	2242	46
961	890	46
961	1400	46
961	2239	46
961	2682	46
961	1026	46
961	67	40
961	67	61
961	1400	11
963	2855	38
965	2268	11
965	471	61
965	893	83
965	2268	80
966	2825	58
966	966	11
966	2722	40
966	1103	40
966	2700	40
966	1858	40
966	2700	61
967	1402	11
967	2683	16
967	9	16
967	2671	16
967	1402	38
968	3205	95
968	2	137
969	1392	83
969	2284	11
969	1895	40
969	2284	80
971	1059	65
971	923	40
971	2668	40
971	971	11
971	23	83
971	923	61
972	972	11
974	1466	83
974	974	11
975	1509	83
975	1000	61
976	432	11
978	426	40
978	2267	11
979	2725	40
979	3164	40
979	49	40
979	3183	40
980	903	80
981	3166	58
981	3166	84
982	2667	11
983	2700	61
983	1514	83
983	1858	83
983	3166	83
983	1537	83
983	983	11
984	569	84
984	2745	58
991	993	83
993	1872	40
993	2363	40
993	3222	40
993	3142	40
993	991	61
993	621	38
994	933	11
995	1498	83
999	462	11
999	462	80
1000	975	83
1000	1909	61
1001	1041	58
1001	1907	84
1002	1392	11
1004	1004	11
1005	1005	11
1011	2380	38
1011	1423	38
1011	1423	83
1013	615	11
1013	615	80
1016	2667	11
1017	2232	11
1022	918	61
1022	460	61
1022	30	61
1022	918	83
1022	3247	83
1022	1932	83
1022	1022	11
1026	961	11
1027	124	58
1027	2375	84
1028	456	80
1028	1874	80
1028	456	11
1028	1874	11
1029	499	58
1029	2667	11
1030	2015	61
1030	535	83
1030	2284	83
1031	1411	77
1033	3373	11
1035	1830	11
1041	1062	58
1041	1001	84
1043	2314	84
1043	3154	58
1044	2671	11
1044	1940	58
1045	1855	11
1047	1855	11
1050	1050	11
1054	4	11
1055	1930	83
1059	1427	84
1059	971	65
1061	891	11
1062	3243	58
1062	1041	84
1064	1874	38
1065	641	84
1066	2250	11
1066	3178	11
1068	41	141
1069	428	11
1070	2667	11
1070	2667	90
1070	3169	84
1073	524	84
1073	2726	40
1073	495	40
1073	2813	40
1073	12	40
1075	432	11
1076	428	11
1078	1420	38
1078	2347	83
1079	2407	83
1080	2229	11
1088	891	11
1094	1591	83
1095	492	61
1103	1435	11
1103	3166	40
1103	3102	40
1103	2771	40
1103	966	40
1103	2722	40
1103	2318	40
1103	2733	58
1103	2284	84
1103	3158	61
1103	2733	61
1103	3158	83
1103	2284	83
1110	166	83
1110	1855	83
1111	897	11
1115	436	11
1117	1883	84
1121	3179	84
1122	436	11
1122	3123	80
1123	428	11
1124	897	116
1124	896	116
1125	2846	65
1125	2846	83
1128	462	83
1129	426	11
1134	2667	11
1135	3103	11
1135	2257	11
1137	436	11
1142	612	61
1142	25	11
1142	462	11
1142	1142	11
1142	462	83
1145	1883	84
1148	427	11
1150	2907	11
1150	906	80
1150	211	83
